region,subregion,date,cases,deaths,ma_days,lag_days,ma_cases,ma_deaths
Europe,Country,2021-06-23,14648,312,11,21,13224.454545454548,251.99999999999997
Europe,Country,2021-06-24,12654,295,11,21,14102.545454545456,263.54545454545456
Europe,Country,2021-06-25,13998,323,11,21,15316.000000000002,269.0909090909091
Europe,Country,2021-06-26,13692,371,11,21,16786.454545454544,279.00000000000006
Europe,Country,2021-06-27,12019,149,11,21,18221.272727272724,275.1818181818182
Europe,Country,2021-06-28,18260,177,11,21,19151.909090909092,264.27272727272725
Europe,Country,2021-06-29,23893,470,11,21,19790.272727272728,241.18181818181816
Europe,Country,2021-06-30,24825,301,11,21,21389.090909090908,227.54545454545453
Europe,Country,2021-07-01,25350,214,11,21,23710.272727272728,216.36363636363635
Europe,Country,2021-07-02,26856,162,11,21,26380.90909090909,199.45454545454544
Europe,Country,2021-07-03,24476,133,11,21,29267.727272727276,200.72727272727275
Europe,Country,2021-07-04,21670,58,11,21,31996.545454545452,196.8181818181818
Europe,Country,2021-07-05,30241,145,11,21,33980.454545454544,163.3636363636364
Europe,Country,2021-07-06,39531,200,11,21,35379.72727272728,140.27272727272728
Europe,Country,2021-07-07,43069,185,11,21,37815.27272727273,128.63636363636365
Europe,Country,2021-07-08,43774,163,11,21,41122,128.36363636363637
Europe,Country,2021-07-09,48277,134,11,21,44800.27272727273,126.81818181818183
Europe,Country,2021-07-10,45716,102,11,21,48214.454545454544,129
Europe,Country,2021-07-11,40217,47,11,21,51754.72727272727,126.63636363636365
Europe,Country,2021-07-12,52141,86,11,21,53731.272727272735,116.18181818181819
Europe,Country,2021-07-13,63230,159,11,21,54935.09090909091,104.9090909090909
Europe,Country,2021-07-14,64937,116,11,21,56583.54545454546,98.9090909090909
Europe,Country,2021-07-15,59226,82,11,21,59484.09090909091,99.9090909090909
Europe,Country,2021-07-16,69184,119,11,21,62364.63636363637,105.36363636363636
Europe,Country,2021-07-17,61273,85,11,21,65693.09090909091,113.18181818181817
Europe,Country,2021-07-18,56311,61,11,21,67692.54545454546,118.72727272727272
Europe,Country,2021-07-19,61907,97,11,21,68273,118.63636363636364
Europe,Country,2021-07-20,80183,145,11,21,67051.81818181818,117.63636363636364
Europe,Country,2021-07-21,77402,162,11,21,66605.81818181819,124.36363636363637
Europe,Country,2021-07-22,76830,133,11,21,67780.18181818181,130.45454545454547
Europe,Country,2021-07-23,74135,147,11,21,69407,141.63636363636363
Europe,Country,2021-07-24,69615,158,11,21,71010.00000000001,152.1818181818182
Europe,Country,2021-07-25,51504,105,11,21,71972.54545454546,166.27272727272725
Europe,Country,2021-07-26,54320,156,11,21,70336.27272727272,171.36363636363637
Europe,Country,2021-07-27,82102,186,11,21,67979.18181818181,169.36363636363637
Europe,Country,2021-07-28,79168,208,11,21,65300.272727272735,178.45454545454547
Europe,Country,2021-07-29,73944,177,11,21,65288.454545454544,187.9090909090909
Europe,Country,2021-07-30,72495,252,11,21,65713.27272727274,197.63636363636363
Europe,Country,2021-07-31,62184,201,11,21,67560.45454545456,211.1818181818182
Europe,Country,2021-08-01,51474,140,11,21,68977.45454545454,223.45454545454547
Europe,Country,2021-08-02,47362,233,11,21,67265.72727272726,226.1818181818182
Europe,Country,2021-08-03,74005,251,11,21,64637.72727272727,223.00000000000003
Europe,Country,2021-08-04,74288,265,11,21,62174.09090909091,232.63636363636363
Europe,Country,2021-08-05,71823,254,11,21,62574,236.8181818181818
Europe,Country,2021-08-06,69907,291,11,21,63939.63636363637,245.27272727272728
Europe,Country,2021-08-07,63273,216,11,21,66015.90909090909,262.8181818181818
Europe,Country,2021-08-08,50260,173,11,21,68307.27272727274,271.6363636363636
Europe,Country,2021-08-09,46844,283,11,21,67260.72727272728,273.8181818181818
Europe,Country,2021-08-10,76894,298,11,21,64981.81818181819,271.5454545454545
Europe,Country,2021-08-11,77206,294,11,21,62527.18181818182,278
Europe,Country,2021-08-12,74313,333,11,21,63127.9090909091,290.6363636363636
Europe,Country,2021-08-13,72567,330,11,21,64482.54545454546,310.2727272727273
Europe,Country,2021-08-14,62493,275,11,21,66413.63636363637,331.45454545454544
Europe,Country,2021-08-15,49220,240,11,21,68565.09090909091,337.5454545454545
Europe,Country,2021-08-16,44822,325,11,21,67229.36363636365,344
Europe,Country,2021-08-17,76515,430,11,21,64408.727272727265,345.1818181818182
Europe,Country,2021-08-18,78174,432,11,21,61971.27272727272,348.8181818181818
Europe,Country,2021-08-19,71502,406,11,21,62546.727272727265,364.3636363636364
Europe,Country,2021-08-20,70510,350,11,21,63853.63636363636,381.72727272727275
Europe,Country,2021-08-21,62201,369,11,21,65697,399.54545454545456
Europe,Country,2021-08-22,46179,307,11,21,67695.72727272726,406.27272727272725
Europe,Country,2021-08-23,47501,373,11,21,65892.45454545454,402.3636363636364
Europe,Country,2021-08-24,78897,501,11,21,62545.72727272727,388.4545454545455
Europe,Country,2021-08-25,76869,466,11,21,60126.545454545456,387.6363636363637
Europe,Country,2021-08-26,69497,436,11,21,60213.63636363637,409.3636363636365
Europe,Country,2021-08-27,66808,399,11,21,60863.27272727273,1670.6363636363635
Europe,Country,2021-08-28,56679,387,11,21,62239.63636363636,1689.6363636363635
Europe,Country,2021-08-29,41360,279,11,21,63635,1700.5454545454543
Europe,Country,2021-08-30,44891,397,11,21,61083.72727272728,1695.181818181818
Europe,Country,2021-08-31,71468,589,11,21,57392,1682.9090909090908
Europe,Country,2021-09-01,69347,14243,11,21,54674.81818181819,1687.5454545454543
Europe,Country,2021-09-02,61319,516,11,21,54548.81818181819,1700.8181818181815
Europe,Country,2021-09-03,62850,493,11,21,55098.72727272728,1725.5454545454543
Europe,Country,2021-09-04,50833,442,11,21,56562.36363636364,1753.9090909090908
Europe,Country,2021-09-05,36260,331,11,21,57602.181818181816,1765
Europe,Country,2021-09-06,39608,487,11,21,55216.818181818184,1752.6363636363635
Europe,Country,2021-09-07,65422,545,11,21,51854.454545454544,484.1818181818182
Europe,Country,2021-09-08,62728,659,11,21,49825.09090909091,479.72727272727275
Europe,Country,2021-09-09,57460,591,11,21,49588.00000000001,498.8181818181819
Europe,Country,2021-09-10,56329,519,11,21,50182.818181818184,518.7272727272727
Europe,Country,2021-09-11,45229,453,11,21,51858.36363636364,535.909090909091
Europe,Country,2021-09-12,32361,290,11,21,52890.272727272735,540.4545454545455
Europe,Country,2021-09-13,38996,467,11,21,50898.63636363637,535
Europe,Country,2021-09-14,60242,703,11,21,47892.454545454544,505.90909090909093
Europe,Country,2021-09-15,57376,661,11,21,46054.18181818182,493.72727272727275
Europe,Country,2021-09-16,54691,520,11,21,46103.27272727273,514.1818181818181
Europe,Country,2021-09-17,50959,537,11,21,46855.818181818184,527.6363636363636
Europe,Country,2021-09-18,43514,485,11,21,48582.45454545455,547.0909090909091
Europe,Country,2021-09-19,29660,339,11,21,49584.81818181818,557.090909090909
Europe,Country,2021-09-20,37239,457,11,21,47909,535.2727272727273
Europe,Country,2021-09-21,56869,744,11,21,45501.72727272728,506.2727272727273
Europe,Country,2021-09-22,53507,601,11,21,44123.45454545456,507.2727272727273
Europe,Country,2021-09-23,51354,504,11,21,45168.09090909092,526.7272727272727
Europe,Country,2021-09-24,50022,577,11,21,46624.272727272735,550.0909090909091
Europe,Country,2021-09-25,41808,463,11,21,49181.818181818184,577.7272727272726
Europe,Country,2021-09-26,30896,342,11,21,50783.545454545456,590.3636363636364
Europe,Country,2021-09-27,39530,531,11,21,49928.36363636364,575.1818181818181
Europe,Country,2021-09-28,62450,751,11,21,48161.545454545456,558.7272727272729
Europe,Country,2021-09-29,59532,742,11,21,47352.181818181816,559.6363636363637
Europe,Country,2021-09-30,57793,643,11,21,48840.454545454544,587.0909090909091
Europe,Country,2021-10-01,54858,596,11,21,50975.81818181818,623.4545454545455
Europe,Country,2021-10-02,47462,577,11,21,53967.63636363636,659.3636363636363
Europe,Country,2021-10-03,34072,420,11,21,56138.545454545456,686.5454545454545
Europe,Country,2021-10-04,42451,514,11,21,55306.36363636364,677.909090909091
Europe,Country,2021-10-05,66393,879,11,21,53304.81818181818,652.2727272727273
Europe,Country,2021-10-06,65297,863,11,21,52712.72727272727,649.1818181818181
Europe,Country,2021-10-07,63806,737,11,21,54478.36363636364,692.8181818181818
Europe,Country,2021-10-08,63410,830,11,21,57034.27272727272,726.7272727272726
Europe,Country,2021-10-09,53296,656,11,21,60788.63636363637,766.7272727272727
Europe,Country,2021-10-10,37515,460,11,21,63848.45454545455,801
Europe,Country,2021-10-11,51280,609,11,21,63742.27272727274,790.7272727272729
Europe,Country,2021-10-12,74280,1076,11,21,62061.45454545456,766.2727272727274
Europe,Country,2021-10-13,75577,950,11,21,62351.09090909091,769.4545454545456
Europe,Country,2021-10-14,75370,860,11,21,65798,816.3636363636365
Europe,Country,2021-10-15,76109,891,11,21,70294.36363636365,863.0000000000002
Europe,Country,2021-10-16,65225,766,11,21,76270.81818181819,920.0000000000001
Europe,Country,2021-10-17,46808,594,11,21,81291.81818181819,957.5454545454545
Europe,Country,2021-10-18,66992,772,11,21,82875.81818181819,960.6363636363636
Europe,Country,2021-10-19,101326,1346,11,21,81832.45454545454,942.909090909091
Europe,Country,2021-10-20,102756,1169,11,21,83041.90909090909,948.5454545454546
Europe,Country,2021-10-21,103256,1087,11,21,87869.18181818182,1000.2727272727274
Europe,Country,2021-10-22,106511,1022,11,21,94021.90909090909,1068.4545454545455
Europe,Country,2021-10-23,91704,1110,11,21,101349.72727272728,1136.5454545454547
Europe,Country,2021-10-24,64100,755,11,21,107038.72727272726,1182.6363636363635
Europe,Country,2021-10-25,88674,922,11,21,107815.36363636363,1168.3636363636363
Europe,Country,2021-10-26,129209,1460,11,21,105480.63636363635,1142.4545454545455
Europe,Country,2021-10-27,132905,1516,11,21,104833.09090909091,1140.2727272727275
Europe,Country,2021-10-28,127414,1343,11,21,106813.45454545456,1205.909090909091
Europe,Country,2021-10-29,129571,1279,11,21,113314.18181818184,1260.6363636363637
Europe,Country,2021-10-30,109869,1189,11,21,123074.09090909094,1351.0909090909092
Europe,Country,2021-10-31,77074,884,11,21,130640.36363636365,1416.3636363636365
Europe,Country,2021-11-01,96133,1063,11,21,131474.7272727273,1409.9999999999998
Europe,Country,2021-11-02,128295,1744,11,21,128613.7272727273,1351.181818181818
Europe,Country,2021-11-03,163212,1712,11,21,130601.90909090912,1350.4545454545455
Europe,Country,2021-11-04,171459,1750,11,21,137002,1430.8181818181818
Europe,Country,2021-11-05,171903,1640,11,21,146057.54545454547,1499.818181818182
Europe,Country,2021-11-06,138387,1390,11,21,156900.5454545455,1594.1818181818182
Europe,Country,2021-11-07,101434,869,11,21,165889.00000000006,1642.090909090909
Europe,Country,2021-11-08,149284,1335,11,21,169006.5454545455,1632.1818181818182
Europe,Country,2021-11-09,199972,2163,11,21,165554.81818181818,1571.4545454545455
Europe,Country,2021-11-10,209480,1948,11,21,167175.54545454547,1554.727272727273
Europe,Country,2021-11-11,196347,1922,11,21,174641.18181818182,1606.5454545454545
Europe,Country,2021-11-12,195006,1590,11,21,185332.7272727273,1697.090909090909
Europe,Country,2021-11-13,162588,1635,11,21,199698.00000000003,1815
Europe,Country,2021-11-14,125243,1044,11,21,209830.54545454544,1884.3636363636365
Europe,Country,2021-11-15,189287,1566,11,21,211168.81818181815,1832.7272727272727
Europe,Country,2021-11-16,254025,2210,11,21,206817.9090909091,1750.909090909091
Europe,Country,2021-11-17,255994,2386,11,21,210038.09090909088,1749.8181818181818
Europe,Country,2021-11-18,259452,2166,11,21,219090.09090909088,1830.8181818181822
Europe,Country,2021-11-19,260742,2098,11,21,232110.54545454547,1902.0909090909095
Europe,Country,2021-11-20,214693,1595,11,21,248422.45454545456,2014.2727272727275
Europe,Country,2021-11-21,161620,1048,11,21,257095.90909090912,2063.0000000000005
Europe,Country,2021-11-22,231769,1910,11,21,255014.63636363635,2018.9090909090912
Europe,Country,2021-11-23,294578,2481,11,21,248096.36363636365,1903.0909090909092
Europe,Country,2021-11-24,305813,2419,11,21,245998.45454545453,1879.3636363636365
Europe,Country,2021-11-25,304674,2278,11,21,250138.18181818182,1916.4545454545457
Europe,Country,2021-11-26,284695,2102,11,21,259085.90909090906,1996.1818181818182
Europe,Country,2021-11-27,231131,1725,11,21,272543.27272727276,2104.909090909091
Europe,Country,2021-11-28,179893,1112,11,21,278454.09090909094,2139.181818181818
Europe,Country,2021-11-29,236375,1905,11,21,273377.8181818182,2078.454545454545
Europe,Country,2021-11-30,306279,2506,11,21,262440.2727272727,1952.7272727272725
Europe,Country,2021-12-01,313118,2472,11,21,254716.7272727273,1926.6363636363633
Europe,Country,2021-12-02,309651,2244,11,21,256756.09090909088,1959.363636363636
Europe,Country,2021-12-03,296788,2287,11,21,263776.54545454547,2028.7272727272727
Europe,Country,2021-12-04,238739,1813,11,21,273177.9090909091,2128.5454545454545
Europe,Country,2021-12-05,185500,1036,11,21,276820.3636363636,2163.909090909091
Europe,Country,2021-12-06,219715,1991,11,21,270059.63636363635,2090.272727272727
Europe,Country,2021-12-07,307128,2462,11,21,257898.54545454547,1955.1818181818182
Europe,Country,2021-12-08,308356,2488,11,21,248419.0909090909,1920.3636363636363
Europe,Country,2021-12-09,283308,2210,11,21,248727,1928.5454545454545
Europe,Country,2021-12-10,276442,2294,11,21,254393.00000000003,1979.818181818182
Europe,Country,2021-12-11,231911,1696,11,21,263339.1818181818,2086.090909090909
Europe,Country,2021-12-12,179346,986,11,21,268484.54545454547,2093.636363636364
Europe,Country,2021-12-13,205377,1861,11,21,262789.36363636365,2021.8181818181822
Europe,Country,2021-12-14,300175,2377,11,21,252777.45454545456,1886.2727272727275
Europe,Country,2021-12-15,301065,2377,11,21,247803.45454545456,1834.0909090909095
Europe,Country,2021-12-16,283908,2205,11,21,254116.90909090906,1818.4545454545455
Europe,Country,2021-12-17,276314,2074,11,21,265570.1818181818,1849.1818181818182
Europe,Country,2021-12-18,244481,1672,11,21,282939.45454545453,1926.8181818181818
Europe,Country,2021-12-19,198225,997,11,21,294819.54545454547,1909.181818181818
Europe,Country,2021-12-20,228594,1636,11,21,296002.8181818183,1796.3636363636363
Europe,Country,2021-12-21,345890,2122,11,21,287819.72727272735,1655.2727272727273
Europe,Country,2021-12-22,357897,2034,11,21,293112,1559.4545454545455
Europe,Country,2021-12-23,370408,1840,11,21,322254.2727272727,1548.2727272727273
Europe,Country,2021-12-24,336058,1667,11,21,361908.18181818177,1574.727272727273
Europe,Country,2021-12-25,313191,1136,11,21,408407.54545454547,1659.6363636363637
Europe,Country,2021-12-26,211051,825,11,21,453719.72727272735,1777.1818181818182
Europe,Country,2021-12-27,342123,1151,11,21,476322.09090909094,1702.909090909091
Europe,Country,2021-12-28,596879,1951,11,21,476140.27272727276,1590.1818181818182
Europe,Country,2021-12-29,680674,1963,11,21,491737,1553.818181818182
Europe,Country,2021-12-30,709718,1931,11,21,545929.8181818182,1578.4545454545455
Europe,Country,2021-12-31,727028,2929,11,21,612817.1818181819,1667.4545454545457
Europe,Country,2022-01-01,594516,1305,11,21,675867.8181818184,1756.7272727272727
Europe,Country,2022-01-02,355897,794,11,21,725930.9090909093,1778
Europe,Country,2022-01-03,541972,1440,11,21,753987.7272727274,1719.909090909091
Europe,Country,2022-01-04,932179,1938,11,21,763429.9090909092,1616.6363636363635
Europe,Country,2022-01-05,1048952,2115,11,21,763932.7272727272,1570.0000000000002
Europe,Country,2022-01-06,904608,1807,11,21,802307.9999999999,1486.3636363636365
Europe,Country,2022-01-07,892817,1385,11,21,849917.909090909,1570.0000000000002
Europe,Country,2022-01-08,905504,1312,11,21,910166.4545454545,1672.6363636363637
Europe,Country,2022-01-09,784538,827,11,21,955546.8181818182,1711.3636363636365
Europe,Country,2022-01-10,715249,1418,11,21,957637.5454545455,1681.909090909091
Europe,Country,2022-01-11,1149156,2009,11,21,935122.0909090909,1591.7272727272727
Europe,Country,2022-01-12,1118225,2225,11,21,925574.7272727273,1582.0909090909095
Europe,Country,2022-01-13,1018631,1923,11,21,971520.1818181819,1664.0909090909092
Europe,Country,2022-01-14,1041156,1866,11,21,1014706.2727272728,1736.0909090909095
Europe,Country,2022-01-15,955177,1614,11,21,1066995.9090909092,1836.2727272727275
Europe,Country,2022-01-16,801282,1123,11,21,1123428.7272727273,1875.3636363636365
Europe,Country,2022-01-17,799587,1701,11,21,1124583.4545454546,1826.1818181818182
Europe,Country,2022-01-18,1398217,2287,11,21,1108991,1720.4545454545455
Europe,Country,2022-01-19,1380551,2104,11,21,1106306.5454545454,1706.818181818182
Europe,Country,2022-01-20,1359724,1929,11,21,1155547.0909090908,1747.0909090909092
Europe,Country,2022-01-21,1336010,1848,11,21,1204926,1797.2727272727275
Europe,Country,2022-01-22,1161858,1468,11,21,1262064.9090909094,1876
Europe,Country,2022-01-23,946708,1062,11,21,1312309.181818182,1905.3636363636363
Europe,Country,2022-01-24,989102,1773,11,21,1283806.0000000002,1851.6363636363637
Europe,Country,2022-01-25,1582802,2309,11,21,1235498.7272727273,1768.909090909091
Europe,Country,2022-01-26,1498345,2166,11,21,1196633.2727272727,1769.5454545454545
Europe,Country,2022-01-27,1429810,1989,11,21,1210340.9090909092,1819.5454545454547
